,sex,occupation,education-num,hours-per-week,age,marital-status,income
12535,1,NOC-3,9,40,50,Seperated,0
12536,1,NOC-5,10,40,30,Never-married,0
12537,1,NOC-3,9,40,70,Married,0
12538,1,NOC-1,10,40,40,Never-married,0
12539,1,NOC-1,9,40,50,Married,1
12540,1,NOC-1,9,60,50,Married,1
12541,0,NOC-1,13,40,40,Never-married,0
12542,1,NOC-3,9,40,40,Married,0
12543,1,NOC-7,13,40,40,Married,0
12544,0,NOC-2,9,40,40,Seperated,0
12545,1,NOC-3,9,40,30,Married,0
12546,1,NOC-1,13,45,40,Married,1
12547,1,NOC-2,13,40,30,Married,1
12548,1,NOC-2,10,70,30,Married,0
12549,1,NOC-4,10,40,20,Never-married,0
12550,0,NOC-2,12,40,40,Never-married,0
12551,0,NOC-4,13,40,30,Never-married,0
12552,1,NOC-3,9,45,50,Married,0
12553,0,NOC-7,10,40,30,Seperated,0
12554,1,NOC-2,13,45,30,Married,0
12555,1,NOC-3,13,45,50,Married,1
12556,1,NOC-1,11,60,40,Married,1
12557,1,NOC-3,11,60,30,Married,0
12558,1,NOC-4,9,40,30,Married,0
12559,0,NOC-5,10,30,50,Seperated,0
12560,1,NOC-1,13,40,30,Married,1
12561,0,NOC-4,9,30,40,Married,0
12562,1,NOC-3,9,30,50,Seperated,0
12563,1,NOC-1,13,40,50,Married,0
12564,1,NOC-4,5,40,70,Married,1
12565,1,NOC-1,13,45,40,Never-married,1
12566,1,NOC-2,10,45,40,Married,1
12567,1,NOC-2,9,60,40,Married,1
12568,1,NOC-1,13,45,50,Married,1
12569,1,NOC-3,9,30,20,Never-married,0
12570,0,NOC-5,7,40,20,Seperated,0
12571,0,NOC-6,11,40,30,Never-married,0
12572,1,NOC-3,9,40,50,Married,0
12573,0,NOC-1,13,30,40,Married,1
12574,0,NOC-2,9,30,50,Married,0
12575,1,NOC-1,10,40,40,Married,1
12576,1,NOC-2,9,40,70,Married,0
12577,1,NOC-1,13,60,30,Never-married,0
12578,1,NOC-2,9,40,30,Married,0
12579,1,NOC-2,13,40,20,Never-married,0
12580,1,NOC-4,13,30,70,Married,0
12581,1,NOC-5,9,30,40,Seperated,0
12582,1,NOC-1,13,40,30,Never-married,0
12583,1,NOC-3,9,60,30,Seperated,0
12584,1,NOC-1,13,40,40,Married,1
12585,0,NOC-2,9,30,20,Never-married,0
12586,0,NOC-4,10,40,30,Seperated,0
12587,1,NOC-1,13,45,20,Never-married,0
12588,1,NOC-5,9,40,20,Never-married,0
12589,0,NOC-7,9,20,70,Seperated,0
12590,0,NOC-1,10,40,30,Married,0
12591,1,NOC-1,10,60,50,Married,1
12592,1,NOC-5,9,30,50,Seperated,0
12593,1,NOC-4,6,60,40,Married,0
12594,0,NOC-4,10,40,40,Seperated,0
12595,1,NOC-1,13,45,50,Seperated,1
12596,1,NOC-3,9,40,30,Married,0
12597,1,NOC-1,13,40,50,Married,1
12598,1,NOC-2,10,70,30,Never-married,0
12599,1,NOC-4,13,40,50,Married,1
12600,0,NOC-1,13,20,70,Never-married,1
12601,1,NOC-1,13,45,50,Married,0
12602,1,NOC-1,13,40,40,Married,1
12603,0,NOC-4,9,40,40,Never-married,0
12604,1,NOC-1,13,70,50,Married,1
12605,1,NOC-1,13,40,50,Married,1
12606,1,NOC-1,13,40,30,Married,1
12607,0,NOC-6,7,40,20,Never-married,0
12608,0,NOC-1,5,40,30,Seperated,0
12609,1,NOC-7,6,40,20,Never-married,0
12610,0,NOC-4,13,30,40,Seperated,0
12611,0,NOC-4,10,40,40,Seperated,0
12612,1,NOC-4,9,40,30,Married,0
12613,1,NOC-1,10,20,20,Never-married,0
12614,0,NOC-4,10,40,40,Never-married,0
12615,0,NOC-4,6,40,50,Seperated,0
12616,1,NOC-3,5,40,50,Married,0
12617,1,NOC-2,10,70,50,Married,0
12618,0,NOC-4,10,40,40,Seperated,0
12619,1,NOC-5,5,45,40,Never-married,0
12620,1,NOC-1,13,40,40,Married,1
12621,1,NOC-4,8,60,70,Married,0
12622,0,NOC-1,13,30,50,Married,1
12623,0,NOC-5,9,40,20,Never-married,0
12624,1,NOC-1,13,70,70,Seperated,1
12625,1,NOC-1,13,70,50,Married,0
12626,0,NOC-4,9,40,20,Never-married,0
12627,1,NOC-7,10,40,70,Married,0
12628,0,NOC-2,9,40,30,Never-married,0
12629,1,NOC-4,10,30,50,Never-married,0
12630,1,NOC-3,9,40,30,Married,0
12631,1,NOC-2,10,45,40,Married,0
12632,1,NOC-3,9,40,30,Seperated,0
12633,0,NOC-1,13,40,40,Seperated,0
12634,1,NOC-3,9,60,30,Married,0
12635,1,NOC-5,13,40,40,Seperated,0
12636,1,NOC-5,9,40,70,Married,0
12637,0,NOC-1,13,60,70,Seperated,0
12638,0,NOC-4,7,40,50,Never-married,0
12639,0,NOC-5,13,45,30,Never-married,0
12640,1,NOC-5,11,40,40,Married,0
12641,1,NOC-2,10,60,30,Never-married,0
12642,0,NOC-5,13,40,30,Married,0
12643,1,NOC-3,7,40,40,Married,0
12644,0,NOC-1,13,60,40,Seperated,0
12645,1,NOC-5,9,20,20,Never-married,0
12646,1,NOC-3,9,40,30,Married,0
12647,1,NOC-1,13,45,30,Married,0
12648,1,NOC-4,9,40,40,Never-married,0
12649,1,NOC-3,9,40,30,Married,0
12650,1,NOC-3,9,40,20,Married,1
12651,0,NOC-7,9,20,20,Married,0
12652,0,NOC-5,7,40,40,Never-married,0
12653,1,NOC-4,10,45,20,Never-married,0
12654,1,NOC-1,11,40,40,Seperated,0
12655,1,NOC-1,9,60,40,Married,1
12656,0,NOC-2,10,20,20,Never-married,0
12657,1,NOC-4,9,60,40,Married,0
12658,0,NOC-4,10,40,40,Seperated,0
12659,1,NOC-4,13,40,50,Married,1
12660,0,NOC-4,12,40,20,Never-married,0
12661,0,NOC-4,10,40,30,Never-married,0
12662,1,NOC-3,12,40,50,Married,0
12663,0,NOC-5,9,30,50,Seperated,0
12664,1,NOC-1,9,40,30,Never-married,0
12665,1,NOC-1,10,60,40,Seperated,1
12666,1,NOC-1,13,40,40,Married,0
12667,0,NOC-7,8,30,20,Never-married,0
12668,1,NOC-4,13,40,50,Married,1
12669,1,NOC-1,13,20,40,Never-married,0
12670,1,NOC-4,5,30,70,Married,0
12671,1,NOC-5,9,30,20,Never-married,0
12672,0,NOC-4,13,40,20,Never-married,0
12673,0,NOC-2,12,40,30,Never-married,0
12674,0,NOC-4,11,60,50,Seperated,0
12675,0,NOC-2,10,30,20,Seperated,0
12676,1,NOC-2,10,30,20,Never-married,0
12677,1,NOC-1,13,60,50,Married,1
12678,1,NOC-2,8,20,20,Never-married,0
12679,1,NOC-5,13,60,50,Never-married,1
12680,1,NOC-1,10,40,40,Married,1
12681,1,NOC-3,8,40,30,Married,0
12682,0,NOC-4,9,30,20,Never-married,0
12683,0,NOC-1,10,40,40,Never-married,0
12684,1,NOC-1,13,40,20,Never-married,0
12685,1,NOC-1,13,60,70,Married,1
12686,1,NOC-5,7,30,70,Married,0
12687,0,NOC-2,9,40,70,Seperated,0
12688,1,NOC-4,11,40,40,Married,1
12689,1,NOC-2,12,40,40,Married,1
12690,1,NOC-2,10,40,30,Married,0
12691,0,NOC-2,9,40,20,Seperated,0
12692,0,NOC-4,13,30,50,Never-married,0
12693,1,NOC-2,10,40,50,Married,1
12694,1,NOC-2,13,60,40,Married,0
12695,1,NOC-1,10,20,20,Never-married,0
12696,1,NOC-3,10,60,50,Married,0
12697,0,NOC-4,9,40,50,Seperated,0
12698,1,NOC-4,13,30,30,Never-married,0
12699,0,NOC-5,10,30,40,Married,0
12700,1,NOC-4,10,70,40,Never-married,0
12701,1,NOC-5,9,40,50,Seperated,0
12702,1,NOC-5,9,30,20,Never-married,0
12703,1,NOC-4,9,40,70,Married,0
12704,1,NOC-1,13,60,40,Married,1
12705,1,NOC-1,9,40,40,Seperated,0
12706,1,NOC-4,9,40,20,Never-married,0
12707,1,NOC-5,9,40,50,Never-married,0
12708,0,NOC-1,10,60,30,Never-married,0
12709,1,NOC-3,12,40,50,Married,1
12710,0,NOC-2,11,30,20,Never-married,0
12711,1,NOC-2,10,40,50,Married,1
12712,1,NOC-1,13,45,30,Married,1
12713,1,NOC-3,9,30,70,Married,0
12714,1,NOC-1,13,40,50,Married,1
12715,1,NOC-1,13,45,40,Never-married,1
12716,1,NOC-2,10,40,30,Married,0
12717,0,NOC-4,9,40,50,Seperated,0
12718,1,NOC-2,10,60,40,Married,0
12719,1,NOC-2,10,40,70,Married,0
12720,0,NOC-2,9,60,70,Married,0
12721,1,NOC-5,10,40,30,Married,1
12722,1,NOC-5,8,40,30,Never-married,0
12723,1,NOC-1,13,70,50,Married,1
12724,1,NOC-3,9,40,30,Married,0
12725,1,NOC-3,13,40,40,Married,1
12726,0,NOC-1,13,30,20,Never-married,0
12727,0,NOC-2,10,30,20,Never-married,0
12728,1,NOC-4,10,40,20,Never-married,0
12729,1,NOC-1,13,60,20,Never-married,0
12730,1,NOC-1,13,60,40,Married,1
12731,1,NOC-4,9,40,40,Never-married,0
12732,1,NOC-1,13,40,50,Married,1
12733,0,NOC-4,9,40,30,Seperated,0
12734,0,NOC-2,10,30,20,Never-married,0
12735,0,NOC-1,13,40,30,Never-married,0
12736,0,NOC-4,11,60,50,Seperated,0
12737,1,NOC-3,9,40,50,Married,1
12738,0,NOC-5,10,20,30,Never-married,0
12739,1,NOC-1,9,60,50,Married,1
12740,0,NOC-5,10,40,30,Never-married,0
12741,1,NOC-3,9,45,40,Married,1
12742,1,NOC-3,9,30,20,Never-married,0
12743,0,NOC-1,9,40,50,Seperated,0
12744,0,NOC-1,13,60,50,Seperated,0
12745,1,NOC-2,10,60,40,Married,1
12746,1,NOC-3,12,40,50,Married,1
12747,0,NOC-2,10,60,30,Never-married,0
12748,1,NOC-5,9,40,50,Seperated,0
12749,1,NOC-3,9,20,70,Seperated,0
12750,0,NOC-1,12,40,30,Never-married,0
12751,1,NOC-1,13,40,40,Married,1
12752,1,NOC-3,9,60,40,Married,0
12753,0,NOC-2,9,40,50,Seperated,0
12754,1,NOC-3,9,45,40,Seperated,0
12755,1,NOC-2,8,40,30,Never-married,0
12756,1,NOC-2,12,40,50,Married,1
12757,1,NOC-4,9,40,30,Never-married,0
12758,0,NOC-4,13,40,50,Married,1
12759,0,NOC-1,13,40,40,Never-married,0
12760,0,NOC-4,10,30,20,Never-married,0
12761,1,NOC-3,7,40,20,Married,0
12762,1,NOC-3,13,40,70,Married,1
12763,1,NOC-5,10,40,20,Never-married,0
12764,0,NOC-4,13,30,30,Seperated,0
12765,1,NOC-4,9,40,40,Married,0
12766,1,NOC-2,10,40,20,Never-married,0
12767,0,NOC-1,10,20,20,Never-married,0
12768,1,NOC-2,10,60,40,Married,0
12769,0,NOC-1,13,40,40,Married,0
12770,1,NOC-1,13,60,40,Married,1
12771,1,NOC-3,9,40,40,Seperated,0
12772,0,NOC-5,10,30,20,Never-married,0
12773,0,NOC-2,10,30,20,Married,0
12774,0,NOC-1,13,45,20,Never-married,0
12775,0,NOC-4,9,40,30,Married,0
12776,0,NOC-1,13,30,40,Never-married,0
12777,1,NOC-3,10,40,50,Seperated,0
12778,1,NOC-2,9,40,20,Never-married,0
12779,1,NOC-1,9,30,50,Married,1
12780,1,NOC-3,10,60,50,Married,0
12781,1,NOC-4,10,40,70,Married,0
12782,1,NOC-1,13,60,30,Married,0
12783,1,NOC-3,5,40,20,Never-married,0
12784,1,NOC-7,10,60,20,Never-married,0
12785,1,NOC-4,9,40,20,Married,0
12786,0,NOC-2,10,40,30,Never-married,0
12787,0,NOC-4,7,20,20,Never-married,0
12788,0,NOC-1,13,70,20,Never-married,0
12789,0,NOC-2,6,40,20,Seperated,0
12790,1,NOC-4,12,40,40,Married,1
12791,0,NOC-3,10,45,40,Married,0
12792,1,NOC-3,5,40,50,Married,0
12793,1,NOC-2,13,60,30,Married,1
12794,1,NOC-7,13,40,20,Never-married,0
12795,1,NOC-2,10,30,20,Never-married,0
12796,0,NOC-5,9,40,40,Seperated,0
12797,1,NOC-1,13,40,50,Married,0
12798,1,NOC-1,13,40,50,Seperated,0
12799,0,NOC-4,9,40,50,Seperated,0
12800,1,NOC-2,13,40,50,Married,1
12801,0,NOC-4,13,60,30,Never-married,0
12802,0,NOC-2,6,20,20,Never-married,0
12803,1,NOC-1,10,40,70,Married,0
12804,1,NOC-2,9,40,50,Married,1
12805,1,NOC-1,9,30,30,Married,0
12806,0,NOC-4,13,40,50,Seperated,0
12807,1,NOC-4,13,40,40,Seperated,0
12808,0,NOC-5,10,30,50,Seperated,0
12809,0,NOC-5,10,40,40,Married,1
12810,1,NOC-5,7,40,50,Married,0
12811,0,NOC-3,9,40,50,Seperated,0
12812,0,NOC-4,10,40,50,Never-married,0
12813,0,NOC-5,7,40,20,Never-married,0
12814,1,NOC-2,13,40,40,Married,1
12815,1,NOC-4,10,40,20,Never-married,0
12816,1,NOC-5,13,40,30,Married,0
12817,1,NOC-1,12,40,40,Married,1
12818,1,NOC-2,10,40,50,Married,1
12819,0,NOC-1,13,60,50,Seperated,1
12820,0,NOC-5,9,40,30,Married,0
12821,1,NOC-3,9,40,50,Married,0
12822,1,NOC-4,9,40,20,Never-married,0
12823,0,NOC-1,13,30,30,Never-married,0
12824,0,NOC-2,13,20,40,Never-married,0
12825,0,NOC-2,11,30,30,Seperated,0
12826,0,NOC-2,10,20,20,Never-married,0
12827,1,NOC-1,12,40,50,Married,1
12828,1,NOC-2,10,45,50,Never-married,0
12829,0,NOC-4,10,20,30,Married,0
12830,1,NOC-1,13,60,70,Seperated,0
12831,0,NOC-1,13,40,40,Never-married,1
12832,1,NOC-3,11,60,40,Seperated,1
12833,0,NOC-4,10,40,40,Seperated,0
12834,0,NOC-4,8,30,20,Never-married,0
12835,1,NOC-2,7,40,40,Seperated,0
12836,0,NOC-5,9,30,40,Seperated,0
12837,1,NOC-1,13,60,70,Married,1
12838,1,NOC-1,8,20,20,Never-married,0
12839,1,NOC-3,11,40,40,Married,1
12840,1,NOC-4,9,40,30,Never-married,0
12841,1,NOC-1,12,40,50,Married,0
12842,1,NOC-2,12,30,20,Never-married,0
12843,0,NOC-1,13,40,50,Married,0
12844,0,NOC-4,6,40,20,Never-married,0
12845,1,NOC-3,9,60,40,Seperated,0
12846,0,NOC-6,5,30,50,Married,0
12847,1,NOC-1,9,40,20,Married,1
12848,0,NOC-4,10,40,30,Never-married,0
12849,0,NOC-7,10,40,30,Seperated,0
12850,1,NOC-4,9,70,30,Married,0
12851,1,NOC-4,9,60,30,Seperated,0
12852,0,NOC-2,10,40,30,Married,0
12853,1,NOC-7,13,20,40,Married,0
12854,1,NOC-5,13,40,50,Married,0
12855,1,NOC-1,13,60,30,Married,0
12856,1,NOC-5,10,40,50,Seperated,0
12857,1,NOC-3,5,40,50,Married,0
12858,1,NOC-7,9,30,20,Never-married,0
12859,1,NOC-4,9,45,40,Married,0
12860,1,NOC-3,9,60,50,Married,0
12861,0,NOC-4,10,40,50,Seperated,0
12862,1,NOC-1,13,60,40,Married,0
12863,0,NOC-3,9,40,40,Never-married,0
12864,0,NOC-5,10,30,20,Never-married,0
12865,0,NOC-3,13,30,50,Married,0
12866,1,NOC-5,9,40,50,Married,0
12867,1,NOC-3,13,40,30,Married,1
12868,1,NOC-4,10,40,50,Seperated,0
12869,1,NOC-2,10,30,20,Never-married,0
12870,1,NOC-4,5,40,30,Married,0
12871,0,NOC-5,11,40,30,Seperated,0
12872,1,NOC-3,9,40,40,Married,1
12873,0,NOC-3,9,40,20,Never-married,0
12874,1,NOC-1,13,60,30,Married,1
12875,1,NOC-2,13,40,40,Married,1
12876,1,NOC-1,10,70,40,Married,1
12877,0,NOC-5,12,40,40,Seperated,0
12878,1,NOC-2,10,40,50,Married,1
12879,1,NOC-4,13,40,30,Seperated,1
12880,1,NOC-4,9,45,50,Seperated,0
12881,1,NOC-5,6,20,20,Never-married,0
12882,1,NOC-1,13,45,50,Married,1
12883,0,NOC-4,9,40,50,Seperated,0
12884,1,NOC-3,8,40,70,Married,0
12885,1,NOC-2,10,45,20,Married,0
12886,0,NOC-4,9,40,30,Never-married,0
12887,1,NOC-4,9,30,50,Married,0
12888,1,NOC-4,11,70,30,Married,0
12889,1,NOC-3,11,40,30,Married,1
12890,1,NOC-4,10,60,40,Never-married,0
12891,1,NOC-4,7,40,50,Married,0
12892,1,NOC-2,12,45,30,Never-married,0
12893,0,NOC-1,13,20,50,Seperated,0
12894,0,NOC-4,9,40,30,Seperated,0
12895,1,NOC-1,13,60,40,Married,1
12896,1,NOC-4,13,30,40,Never-married,0
12897,0,NOC-4,10,40,40,Never-married,0
12898,1,NOC-5,9,40,50,Married,1
12899,1,NOC-2,13,45,40,Seperated,1
12900,1,NOC-1,9,60,30,Married,0
12901,1,NOC-5,9,40,30,Never-married,0
12902,0,NOC-1,13,60,20,Never-married,0
12903,1,NOC-2,13,40,50,Married,1
12904,1,NOC-1,9,40,50,Married,1
12905,1,NOC-3,7,40,40,Seperated,0
12906,1,NOC-2,13,60,50,Married,1
12907,0,NOC-2,6,30,20,Never-married,0
12908,1,NOC-7,7,40,70,Married,0
12909,0,NOC-4,9,40,50,Seperated,1
12910,1,NOC-5,9,40,50,Seperated,0
12911,1,NOC-5,6,20,30,Never-married,0
12912,1,NOC-3,13,70,40,Married,0
12913,0,NOC-5,13,40,40,Seperated,0
12914,1,NOC-2,9,60,50,Married,0
12915,1,NOC-2,9,30,20,Never-married,0
12916,0,NOC-4,10,20,20,Never-married,0
12917,0,NOC-1,10,40,30,Married,0
12918,1,NOC-7,12,20,70,Married,1
12919,1,NOC-7,7,40,70,Married,0
12920,1,NOC-1,10,40,40,Married,1
12921,1,NOC-3,9,60,30,Never-married,0
12922,1,NOC-3,10,40,30,Never-married,0
12923,0,NOC-4,9,40,30,Seperated,0
12924,1,NOC-3,13,70,40,Never-married,1
12925,1,NOC-4,7,40,20,Never-married,0
12926,0,NOC-6,6,30,20,Never-married,0
12927,1,NOC-2,9,60,30,Married,0
12928,1,NOC-2,9,40,30,Seperated,0
12929,1,NOC-4,13,70,30,Never-married,0
12930,1,NOC-3,9,40,50,Married,0
12931,1,NOC-1,9,40,40,Married,1
12932,1,NOC-2,9,40,50,Married,0
12933,1,NOC-1,10,60,30,Married,1
12934,1,NOC-4,9,40,20,Never-married,0
12935,0,NOC-3,9,40,40,Seperated,0
12936,0,NOC-7,9,20,70,Seperated,0
12937,1,NOC-1,13,60,40,Married,1
12938,0,NOC-1,9,60,70,Seperated,0
12939,0,NOC-4,10,40,50,Married,1
12940,0,NOC-3,9,30,40,Seperated,0
12941,0,NOC-2,7,60,20,Never-married,0
12942,1,NOC-4,11,40,20,Never-married,0
12943,1,NOC-1,10,60,50,Married,0
12944,1,NOC-4,9,45,20,Never-married,0
12945,1,NOC-2,13,40,70,Married,1
12946,0,NOC-3,10,20,70,Seperated,0
12947,1,NOC-1,10,40,20,Never-married,0
12948,1,NOC-4,13,60,30,Married,1
12949,1,NOC-4,9,60,40,Married,0
12950,1,NOC-5,9,60,30,Never-married,0
12951,1,NOC-4,6,30,20,Never-married,0
12952,1,NOC-1,9,60,30,Married,1
12953,0,NOC-1,13,40,30,Never-married,0
12954,1,NOC-5,9,30,40,Seperated,0
12955,1,NOC-4,10,70,40,Married,0
12956,0,NOC-5,7,30,20,Never-married,0
12957,0,NOC-4,10,70,50,Seperated,0
12958,0,NOC-5,9,30,40,Seperated,0
12959,0,NOC-5,10,20,20,Never-married,0
12960,1,NOC-2,11,40,40,Never-married,0
12961,1,NOC-1,13,60,40,Married,1
12962,0,NOC-4,9,40,40,Married,1
12963,1,NOC-5,10,40,20,Never-married,0
12964,1,NOC-1,13,45,50,Married,1
12965,0,NOC-2,9,30,30,Seperated,0
12966,0,NOC-4,13,40,20,Never-married,0
12967,1,NOC-2,9,40,50,Seperated,0
12968,0,NOC-4,9,40,30,Never-married,0
12969,1,NOC-1,10,40,20,Never-married,0
12970,1,NOC-1,10,40,50,Married,1
12971,0,NOC-2,7,20,20,Never-married,0
12972,0,NOC-1,10,20,20,Never-married,0
12973,1,NOC-4,9,70,30,Never-married,1
12974,1,NOC-3,9,40,40,Married,0
12975,1,NOC-1,6,40,70,Married,0
12976,0,NOC-2,9,40,30,Seperated,0
12977,1,NOC-3,9,40,40,Married,0
12978,1,NOC-5,13,45,30,Married,1
12979,1,NOC-1,11,60,40,Married,1
12980,1,NOC-4,9,40,40,Married,1
12981,1,NOC-7,6,20,20,Never-married,0
12982,1,NOC-1,13,40,50,Married,1
12983,1,NOC-2,13,60,30,Never-married,0
12984,0,NOC-3,9,40,50,Seperated,0
12985,0,NOC-4,9,40,30,Married,0
12986,1,NOC-3,6,60,50,Married,1
12987,1,NOC-2,10,40,20,Never-married,0
12988,1,NOC-4,9,40,30,Seperated,0
12989,1,NOC-5,12,20,20,Never-married,0
12990,1,NOC-3,9,60,50,Married,0
12991,1,NOC-7,6,40,70,Married,0
12992,0,NOC-5,10,30,20,Never-married,0
12993,0,NOC-5,11,40,30,Married,0
12994,1,NOC-2,10,40,50,Married,0
12995,0,NOC-3,10,30,20,Never-married,0
12996,0,NOC-7,9,45,40,Seperated,0
12997,1,NOC-3,10,40,20,Never-married,0
12998,1,NOC-1,13,60,50,Married,1
12999,1,NOC-4,13,60,30,Married,0
13000,1,NOC-1,13,40,50,Married,0
13001,1,NOC-3,9,40,70,Seperated,0
13002,1,NOC-1,13,60,30,Never-married,0
13003,0,NOC-4,9,30,70,Seperated,0
13004,1,NOC-3,10,40,40,Married,0
13005,1,NOC-1,13,70,40,Married,1
13006,0,NOC-1,9,40,30,Seperated,0
13007,0,NOC-5,9,60,20,Never-married,0
13008,0,NOC-4,9,20,40,Never-married,0
13009,1,NOC-3,6,40,50,Married,1
13010,0,NOC-1,13,40,40,Married,1
13011,1,NOC-2,13,40,40,Never-married,0
13012,1,NOC-5,11,60,40,Married,0
13013,0,NOC-2,12,30,50,Never-married,0
13014,0,NOC-5,9,30,30,Never-married,0
13015,1,NOC-1,13,30,50,Married,1
13016,0,NOC-1,13,40,40,Seperated,0
13017,0,NOC-2,10,40,30,Seperated,0
13018,1,NOC-2,10,60,30,Never-married,0
13019,0,NOC-1,9,45,50,Seperated,0
13020,0,NOC-5,6,40,30,Never-married,0
13021,1,NOC-4,9,40,20,Never-married,0
13022,1,NOC-4,5,40,50,Seperated,0
13023,1,NOC-3,8,45,50,Married,0
13024,0,NOC-5,7,30,40,Married,0
13025,1,NOC-7,5,20,70,Seperated,0
13026,0,NOC-7,12,20,70,Married,1
13027,1,NOC-4,10,60,30,Married,0
13028,1,NOC-3,9,30,50,Seperated,0
13029,1,NOC-3,9,40,30,Never-married,0
13030,0,NOC-5,9,40,50,Seperated,0
13031,1,NOC-2,13,60,30,Never-married,0
13032,0,NOC-4,10,40,30,Never-married,0
13033,1,NOC-1,13,60,40,Married,1
13034,0,NOC-5,9,20,30,Married,0
13035,1,NOC-4,8,40,50,Married,0
13036,1,NOC-5,10,45,40,Seperated,0
13037,1,NOC-4,5,40,50,Married,0
13038,1,NOC-5,5,60,50,Married,1
13039,1,NOC-3,9,45,40,Married,1
13040,1,NOC-2,9,40,30,Married,1
13041,1,NOC-4,9,30,50,Never-married,0
13042,1,NOC-7,10,40,70,Married,1
13043,0,NOC-7,5,30,20,Never-married,0
13044,0,NOC-2,9,40,40,Seperated,0
13045,0,NOC-5,9,30,20,Never-married,0
13046,1,NOC-2,10,60,20,Married,0
13047,1,NOC-3,10,30,40,Never-married,1
13048,0,NOC-1,13,60,30,Never-married,0
13049,1,NOC-3,8,40,30,Never-married,0
13050,1,NOC-4,10,20,20,Never-married,0
13051,1,NOC-5,9,30,20,Never-married,0
13052,1,NOC-1,13,40,40,Seperated,0
13053,0,NOC-4,13,40,20,Never-married,0
13054,1,NOC-5,7,20,20,Never-married,0
13055,0,NOC-1,9,40,50,Seperated,0
13056,1,NOC-1,13,45,30,Never-married,1
13057,0,NOC-4,5,20,40,Never-married,0
13058,1,NOC-4,9,30,40,Married,0
13059,1,NOC-2,9,40,20,Married,0
13060,1,NOC-4,5,40,70,Married,0
13061,1,NOC-4,5,40,40,Married,0
13062,1,NOC-5,13,20,20,Never-married,0
13063,1,NOC-5,10,40,20,Married,0
13064,0,NOC-4,9,40,40,Married,1
13065,1,NOC-7,10,20,50,Married,1
13066,1,NOC-3,9,40,50,Married,0
13067,1,NOC-3,9,40,50,Married,0
13068,1,NOC-3,5,40,70,Married,0
13069,1,NOC-7,12,40,20,Married,0
13070,1,NOC-1,13,40,30,Married,1
13071,0,NOC-4,10,20,50,Married,0
13072,1,NOC-5,8,30,20,Never-married,0
13073,1,NOC-1,13,60,30,Never-married,1
13074,1,NOC-7,13,20,70,Married,0
13075,0,NOC-5,9,20,20,Never-married,0
13076,1,NOC-3,9,40,30,Married,0
13077,1,NOC-2,9,40,50,Married,0
13078,1,NOC-3,5,40,50,Married,0
13079,1,NOC-3,9,40,30,Married,0
13080,1,NOC-5,9,40,20,Never-married,0
13081,1,NOC-4,9,40,30,Married,0
13082,1,NOC-3,10,60,30,Never-married,0
13083,0,NOC-1,13,60,50,Seperated,0
13084,0,NOC-6,5,40,20,Never-married,0
13085,1,NOC-2,9,40,40,Married,0
13086,1,NOC-5,10,30,20,Married,0
13087,1,NOC-3,9,40,40,Seperated,0
13088,1,NOC-4,11,40,20,Never-married,0
13089,1,NOC-4,5,40,30,Married,0
13090,0,NOC-4,11,40,50,Seperated,0
13091,0,NOC-6,7,30,20,Never-married,0
13092,1,NOC-2,13,40,50,Married,1
13093,1,NOC-4,10,40,50,Married,1
13094,0,NOC-1,10,60,30,Never-married,0
13095,1,NOC-7,13,60,40,Married,0
13096,1,NOC-4,13,40,40,Married,0
13097,1,NOC-5,13,40,30,Never-married,0
13098,1,NOC-4,9,40,30,Married,0
13099,1,NOC-1,10,70,50,Married,0
13100,1,NOC-2,10,40,50,Married,0
13101,0,NOC-6,5,30,70,Seperated,0
13102,1,NOC-1,9,40,30,Seperated,0
13103,1,NOC-4,9,60,50,Married,0
13104,1,NOC-3,7,40,70,Married,0
13105,1,NOC-1,9,60,30,Married,0
13106,0,NOC-1,9,30,30,Never-married,0
13107,0,NOC-1,13,70,70,Never-married,1
13108,1,NOC-5,9,40,40,Never-married,0
13109,1,NOC-1,13,40,30,Married,1
13110,0,NOC-7,10,30,20,Never-married,0
13111,1,NOC-2,13,70,50,Seperated,0
13112,1,NOC-1,13,45,50,Married,1
13113,0,NOC-1,13,45,50,Seperated,0
13114,1,NOC-3,13,40,40,Married,1
13115,0,NOC-2,9,45,40,Married,0
13116,1,NOC-1,13,40,50,Married,1
13117,0,NOC-4,9,40,40,Never-married,0
13118,0,NOC-4,10,45,50,Never-married,0
13119,1,NOC-4,10,40,40,Married,0
13120,1,NOC-2,13,40,50,Married,1
13121,1,NOC-1,13,45,50,Married,1
13122,0,NOC-2,5,20,30,Never-married,0
13123,1,NOC-1,13,40,40,Married,1
13124,1,NOC-5,9,30,20,Never-married,0
13125,1,NOC-4,12,40,70,Married,1
13126,0,NOC-5,6,40,40,Married,0
13127,0,NOC-4,10,40,30,Never-married,0
13128,1,NOC-1,13,40,40,Married,1
13129,0,NOC-5,6,40,50,Never-married,0
13130,0,NOC-1,13,40,50,Married,1
13131,1,NOC-1,9,20,70,Seperated,0
13132,0,NOC-1,13,40,50,Married,1
13133,0,NOC-4,9,40,70,Seperated,0
13134,0,NOC-1,13,30,40,Never-married,0
13135,0,NOC-4,10,40,20,Never-married,0
13136,0,NOC-5,10,45,40,Seperated,0
13137,1,NOC-4,12,40,30,Married,0
13138,1,NOC-3,10,40,40,Married,0
13139,1,NOC-2,13,40,20,Never-married,0
