sex,education-num,hours-per-week,age,income,occupation_NOC-1,occupation_NOC-2,occupation_NOC-3,occupation_NOC-4,occupation_NOC-5,occupation_NOC-6,occupation_NOC-7,marital-status_Married,marital-status_Never-married,marital-status_Seperated
0,9,40,40,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,13,40,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,12,40,30,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,40,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,40,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,20,50,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,13,40,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,10,60,50,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,60,50,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,13,20,40,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,7,60,40,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,13,60,30,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,6,60,40,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,40,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,13,45,40,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,30,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,10,40,40,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,40,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,5,40,30,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,11,70,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,40,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,9,40,40,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,11,60,40,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,9,45,40,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,11,40,50,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,13,60,30,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,9,40,30,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,40,30,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,13,40,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,13,60,30,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,10,40,40,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,9,60,40,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,45,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,60,40,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,30,20,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,40,50,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,45,20,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,40,50,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,13,40,30,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,30,30,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,60,70,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,13,40,30,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,10,40,70,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,13,30,30,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,13,40,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10,40,40,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,9,20,50,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1,9,30,40,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10,30,40,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,7,40,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,6,40,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,7,40,50,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0,9,40,40,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10,40,50,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,10,40,40,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,10,40,50,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,60,40,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,6,40,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,50,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,9,40,20,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,5,60,70,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,9,30,20,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,13,60,30,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,5,40,40,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,9,60,50,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,13,60,50,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,9,40,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,9,40,50,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,9,45,30,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,13,40,40,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,60,50,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,9,40,50,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,13,60,50,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10,40,40,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,10,60,30,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,60,30,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,45,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,40,40,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,9,30,50,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,50,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,40,30,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,11,40,40,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,13,40,40,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,40,50,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,60,30,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,60,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,11,40,50,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10,20,30,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,13,60,30,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,9,40,40,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,60,40,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,70,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,60,20,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,13,30,40,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,45,30,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,13,70,40,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,70,50,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,60,40,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,5,20,70,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,12,40,40,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,13,40,50,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,6,40,30,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,9,30,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,13,40,30,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,5,45,50,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,30,70,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,9,40,40,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,10,20,20,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,6,70,40,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,13,40,40,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,60,40,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,13,45,30,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,13,60,70,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,12,45,30,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,5,40,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,13,40,30,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,20,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,6,30,30,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0,12,40,40,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,9,40,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,13,60,30,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,13,40,20,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,60,50,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,6,40,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,9,45,50,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,10,30,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,45,20,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,10,20,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,10,40,30,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,40,40,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,30,70,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,60,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,10,40,50,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,40,40,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,60,50,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,10,60,50,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,9,60,70,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10,40,70,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,6,40,40,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,9,40,40,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,11,40,40,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,60,50,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,70,50,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,60,40,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,30,50,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,30,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,11,60,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,50,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,9,40,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,10,30,20,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0,10,20,40,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,9,40,40,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,30,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,10,40,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,13,40,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10,70,30,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,5,60,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,60,50,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,40,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,20,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,10,40,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,5,40,30,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,9,40,40,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,7,40,30,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,6,40,20,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,10,40,50,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,50,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,8,40,50,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,13,40,40,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,40,20,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,60,40,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,7,40,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,13,40,40,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,7,45,50,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,9,45,30,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0,9,20,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,10,40,20,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,5,40,40,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0,10,40,40,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,9,20,70,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,13,60,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,40,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,11,40,40,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,10,70,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,13,60,30,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,13,40,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,10,40,20,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,11,60,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,70,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,9,40,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,9,40,40,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,10,40,30,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,6,40,30,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,10,30,20,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,13,30,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,40,50,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10,60,40,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,9,45,40,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,5,30,20,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,13,60,50,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,13,40,30,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,30,20,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,9,40,20,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,60,30,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10,40,40,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,13,40,70,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,10,70,70,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,13,60,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,7,60,30,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1,7,40,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,9,40,30,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,10,30,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,10,40,30,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,70,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,9,40,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,13,60,50,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,13,60,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,5,30,70,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1,13,40,50,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,60,20,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,7,40,50,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,13,60,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,13,40,50,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,9,40,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,9,60,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,60,30,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,13,40,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,45,20,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,45,40,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,30,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,6,40,50,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,9,45,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,13,60,50,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,20,70,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1,9,60,40,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,40,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,13,60,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,13,20,70,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,13,60,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,5,40,20,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,10,60,20,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,13,40,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,13,40,50,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,10,30,20,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,40,40,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,9,40,30,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,9,30,70,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,9,40,30,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,11,40,40,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,60,20,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,30,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0,13,45,30,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,40,30,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,60,40,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,9,30,50,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,10,40,30,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,60,40,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,40,30,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,9,40,70,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,20,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,13,60,40,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,10,60,40,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,12,20,30,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,9,40,20,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,6,45,50,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,6,60,70,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,60,70,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,13,40,50,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,9,40,30,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,13,30,70,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,13,60,40,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
