,race,c-charge-degree,age-cat,priors-count,is-recid
2008,0.0,1.0,2,0,1
2009,0.0,1.0,1,1,1
2010,0.0,0.0,2,2,1
2011,0.0,0.0,1,0,1
2012,0.0,0.0,1,2,0
2013,0.0,1.0,1,0,0
2014,1.0,1.0,1,1,1
2015,0.0,0.0,1,1,1
2016,0.0,1.0,1,2,0
2017,0.0,0.0,1,2,1
2018,1.0,0.0,1,1,1
2019,0.0,0.0,1,2,0
2020,1.0,0.0,1,0,1
2021,1.0,1.0,2,2,1
2022,1.0,1.0,1,1,1
2023,0.0,0.0,1,1,0
2024,0.0,1.0,2,2,1
2025,0.0,0.0,0,0,1
2027,0.0,0.0,1,1,0
2028,0.0,1.0,0,0,1
2029,0.0,0.0,1,1,1
2030,1.0,0.0,0,1,1
2031,0.0,1.0,1,2,0
2032,0.0,0.0,2,0,0
2033,0.0,0.0,1,1,1
2035,1.0,1.0,2,0,1
2036,1.0,1.0,0,0,0
2037,0.0,1.0,1,2,1
2038,0.0,0.0,1,0,0
2041,0.0,1.0,1,2,1
2042,0.0,0.0,0,1,0
2043,0.0,0.0,0,1,0
2044,0.0,1.0,1,1,0
2046,1.0,1.0,2,1,0
2047,0.0,0.0,2,1,1
2048,0.0,0.0,1,2,0
2051,0.0,1.0,0,1,0
2052,0.0,0.0,1,2,1
2053,1.0,1.0,1,0,1
2054,1.0,1.0,2,1,0
2055,0.0,0.0,1,2,0
2057,1.0,0.0,1,2,0
2058,0.0,0.0,2,2,0
2059,0.0,0.0,1,2,0
2061,1.0,0.0,1,2,1
2062,1.0,0.0,1,0,1
2065,1.0,0.0,2,2,1
2066,1.0,0.0,0,0,1
2067,0.0,0.0,1,1,1
2068,1.0,0.0,1,0,1
2069,0.0,0.0,0,1,0
2071,1.0,1.0,1,2,0
2072,1.0,1.0,1,0,1
2073,0.0,0.0,1,2,0
2074,1.0,0.0,1,1,0
2075,1.0,0.0,0,0,0
2076,0.0,0.0,1,2,0
2077,1.0,1.0,2,0,1
2078,0.0,1.0,1,0,0
2080,1.0,1.0,2,1,0
2081,0.0,0.0,1,2,1
2082,0.0,0.0,1,2,0
2083,1.0,0.0,0,2,0
2084,1.0,0.0,0,0,0
2085,0.0,0.0,1,1,1
2086,0.0,0.0,1,1,0
2087,1.0,0.0,1,1,1
2089,0.0,0.0,1,2,0
2090,0.0,0.0,0,0,1
2091,0.0,0.0,1,2,1
2092,1.0,1.0,1,0,1
2095,0.0,0.0,1,1,0
2096,1.0,0.0,0,0,1
2098,1.0,1.0,2,1,1
2099,0.0,0.0,1,2,1
2101,0.0,1.0,1,0,1
2102,0.0,0.0,0,1,0
2103,0.0,0.0,1,0,0
2105,1.0,1.0,2,0,1
2106,1.0,0.0,1,0,1
2108,0.0,0.0,1,2,1
2109,1.0,0.0,2,2,0
2110,0.0,0.0,0,0,0
2111,0.0,0.0,1,2,0
2112,1.0,0.0,1,1,0
2113,1.0,0.0,1,1,1
2114,0.0,0.0,2,2,1
2115,0.0,0.0,2,0,1
2116,1.0,0.0,1,2,1
2117,0.0,0.0,1,2,0
2118,1.0,1.0,1,0,1
2119,0.0,0.0,1,2,0
2120,0.0,0.0,1,2,1
2121,0.0,0.0,0,1,1
2122,0.0,0.0,2,1,0
2123,1.0,1.0,1,0,1
2124,1.0,0.0,1,1,1
2125,1.0,0.0,2,2,0
2126,1.0,0.0,2,1,1
2127,0.0,1.0,2,2,0
2129,0.0,0.0,2,2,0
2130,1.0,0.0,2,1,1
2131,0.0,1.0,1,2,0
2132,1.0,0.0,2,0,1
2133,0.0,1.0,1,0,1
2134,1.0,1.0,1,2,0
2135,0.0,0.0,0,1,0
2136,0.0,0.0,1,2,0
2137,0.0,0.0,0,1,0
2138,0.0,0.0,0,0,1
2139,0.0,0.0,1,2,0
2140,0.0,0.0,1,1,0
2141,1.0,0.0,1,1,0
2142,1.0,1.0,2,0,1
2143,1.0,0.0,1,2,0
2144,0.0,0.0,2,2,0
2146,0.0,0.0,0,1,0
2147,0.0,0.0,1,2,0
2148,0.0,0.0,1,2,1
2149,0.0,0.0,1,0,1
2150,0.0,1.0,1,2,0
2152,1.0,0.0,1,0,1
2155,1.0,1.0,1,2,1
2156,0.0,0.0,1,1,0
2157,1.0,0.0,2,2,0
2158,0.0,1.0,1,0,1
2159,1.0,0.0,1,1,0
2160,0.0,0.0,1,1,1
2161,1.0,0.0,2,1,0
2162,1.0,1.0,1,1,1
2163,1.0,0.0,1,2,0
2165,1.0,1.0,2,1,1
2166,1.0,0.0,1,1,1
2167,1.0,1.0,2,0,1
2168,1.0,1.0,1,2,0
2169,1.0,0.0,2,2,1
2170,1.0,0.0,1,0,1
2171,1.0,0.0,0,0,1
2172,0.0,0.0,0,0,0
2173,0.0,1.0,1,2,0
2174,1.0,1.0,2,0,1
2176,0.0,0.0,1,2,1
2177,0.0,0.0,0,1,0
2178,1.0,1.0,1,0,0
2179,0.0,0.0,1,1,0
2180,0.0,0.0,2,1,1
2181,1.0,0.0,1,1,0
2183,0.0,0.0,1,2,0
2184,0.0,1.0,0,0,1
2185,1.0,0.0,2,0,1
2186,0.0,1.0,1,2,0
2187,0.0,0.0,0,1,1
2188,0.0,1.0,1,0,0
2189,0.0,0.0,0,1,0
2190,0.0,0.0,1,1,0
2191,1.0,0.0,1,1,1
2192,0.0,0.0,1,2,0
2193,1.0,0.0,1,2,0
2194,0.0,1.0,1,0,0
2195,0.0,0.0,1,1,1
2196,0.0,0.0,1,1,0
2197,0.0,0.0,1,1,0
2198,1.0,0.0,2,1,1
2199,0.0,0.0,1,0,1
2200,0.0,0.0,1,1,1
2201,0.0,0.0,1,2,0
2202,0.0,0.0,2,2,0
2203,0.0,0.0,1,1,1
2204,0.0,0.0,0,2,0
2206,0.0,0.0,0,1,0
2208,0.0,0.0,0,0,1
2211,1.0,0.0,1,0,1
2213,0.0,0.0,2,1,1
2214,0.0,1.0,1,1,0
2215,0.0,0.0,2,2,0
2216,1.0,0.0,0,1,1
2217,0.0,1.0,2,2,1
2218,1.0,0.0,1,2,0
2219,0.0,1.0,2,1,0
2220,1.0,1.0,2,0,1
2221,0.0,1.0,1,2,0
2222,1.0,1.0,2,0,1
2223,0.0,0.0,1,2,0
2224,1.0,0.0,0,1,0
2226,0.0,1.0,2,0,1
2227,0.0,1.0,2,1,1
2228,0.0,0.0,0,1,0
2229,0.0,0.0,1,2,1
2230,0.0,1.0,2,1,0
2231,0.0,0.0,1,2,0
2232,0.0,0.0,2,1,1
2233,0.0,0.0,1,2,1
2234,1.0,1.0,0,0,0
2235,1.0,1.0,2,1,1
2236,1.0,0.0,0,0,0
2237,0.0,1.0,0,0,1
2238,0.0,0.0,2,1,1
2239,1.0,0.0,1,0,1
2240,1.0,1.0,1,0,1
2241,1.0,0.0,1,0,0
2242,0.0,0.0,1,1,0
2243,1.0,0.0,1,1,1
2244,0.0,1.0,1,1,0
2245,0.0,0.0,1,2,0
2246,0.0,0.0,1,1,1
2247,1.0,0.0,1,0,0
2248,1.0,0.0,1,1,1
2250,0.0,0.0,1,2,0
2251,1.0,1.0,1,0,1
2252,0.0,0.0,0,0,0
2253,0.0,1.0,1,0,1
2254,0.0,0.0,1,2,0
2255,1.0,0.0,0,0,1
2256,1.0,1.0,1,0,0
2257,1.0,0.0,1,0,1
2258,0.0,1.0,0,1,0
2259,1.0,0.0,2,0,0
2260,0.0,0.0,1,2,0
2261,1.0,0.0,1,0,0
2262,1.0,1.0,1,1,1
2263,0.0,1.0,1,1,0
2264,0.0,0.0,1,2,0
2265,0.0,1.0,1,2,0
2266,1.0,1.0,2,1,1
2267,0.0,0.0,1,1,1
2268,0.0,0.0,2,2,0
2269,0.0,0.0,1,2,0
2270,0.0,0.0,1,1,1
2271,0.0,1.0,0,1,0
2272,0.0,0.0,2,1,1
2273,1.0,1.0,1,1,1
2274,0.0,0.0,0,1,0
2275,1.0,1.0,1,1,0
2276,1.0,0.0,1,1,1
2277,1.0,0.0,0,1,0
2279,0.0,0.0,1,1,0
2280,0.0,0.0,0,1,0
2281,1.0,0.0,1,2,0
2282,1.0,0.0,1,2,1
2283,0.0,1.0,1,2,0
2284,0.0,0.0,0,2,0
2285,0.0,1.0,2,1,1
2286,0.0,1.0,1,1,0
2287,1.0,1.0,1,0,1
2288,0.0,0.0,2,2,0
2289,0.0,0.0,1,2,0
2290,1.0,0.0,2,2,1
2291,1.0,0.0,1,1,1
2292,0.0,0.0,0,1,1
2294,0.0,0.0,0,1,1
2295,0.0,0.0,1,1,1
2296,0.0,0.0,1,2,0
2297,0.0,0.0,1,2,0
2298,1.0,1.0,1,1,1
2299,0.0,0.0,0,2,0
2301,0.0,1.0,1,1,1
2302,0.0,1.0,1,2,1
2304,0.0,0.0,0,0,1
2305,1.0,1.0,1,2,0
2306,1.0,0.0,0,0,1
2307,0.0,0.0,1,2,0
2308,1.0,1.0,1,2,1
2311,0.0,0.0,2,2,0
2312,0.0,0.0,0,1,0
2313,1.0,0.0,2,1,1
2314,1.0,0.0,2,2,1
2315,0.0,0.0,0,0,1
2317,1.0,0.0,1,1,1
2318,1.0,0.0,1,2,0
2319,1.0,1.0,2,1,1
2320,1.0,0.0,1,1,1
2321,1.0,0.0,1,0,0
2322,0.0,0.0,0,1,1
2323,0.0,0.0,1,1,1
2324,1.0,0.0,0,0,0
2325,0.0,1.0,2,2,1
2326,1.0,0.0,0,0,0
2327,1.0,0.0,1,2,0
2328,0.0,0.0,0,1,0
2330,0.0,0.0,2,1,1
2331,0.0,0.0,1,2,0
2332,0.0,0.0,0,1,0
2333,1.0,1.0,1,0,1
2334,1.0,0.0,2,1,1
2337,1.0,0.0,1,2,1
2338,0.0,0.0,2,0,1
2339,0.0,0.0,2,2,0
2340,0.0,0.0,1,2,0
2341,1.0,0.0,0,1,1
2342,1.0,0.0,1,2,1
2343,1.0,1.0,1,0,0
2344,1.0,1.0,1,1,0
2345,0.0,0.0,1,1,1
2346,0.0,0.0,0,1,0
2347,1.0,0.0,2,2,1
2348,0.0,0.0,1,2,1
2351,1.0,1.0,1,0,1
2352,1.0,1.0,2,1,0
2354,1.0,0.0,2,1,1
2355,0.0,1.0,2,1,0
2356,1.0,0.0,2,0,1
2357,1.0,1.0,0,1,0
2358,0.0,0.0,1,1,1
2360,0.0,1.0,1,2,0
2361,0.0,1.0,1,2,0
2362,0.0,0.0,1,2,0
2364,0.0,0.0,1,0,1
2365,1.0,1.0,2,1,0
2366,1.0,0.0,2,2,1
2367,0.0,0.0,1,1,0
2368,0.0,0.0,2,2,0
2369,0.0,1.0,1,2,1
2370,1.0,0.0,1,2,0
2371,0.0,0.0,1,2,1
2372,1.0,1.0,2,0,1
2373,0.0,1.0,1,1,0
2374,0.0,0.0,0,1,0
2375,1.0,0.0,2,0,1
2376,1.0,1.0,1,2,1
2377,0.0,0.0,0,2,0
2378,0.0,0.0,0,0,0
2379,1.0,0.0,2,0,1
2380,1.0,1.0,1,0,1
2381,1.0,0.0,1,0,1
2382,0.0,0.0,0,1,1
2383,0.0,0.0,2,2,1
2384,0.0,1.0,1,0,1
2385,1.0,1.0,1,0,1
2386,0.0,0.0,1,1,0
2387,0.0,0.0,0,1,0
2388,1.0,1.0,1,0,1
2389,1.0,0.0,1,2,0
2390,0.0,0.0,0,0,1
2391,0.0,0.0,2,2,0
2392,0.0,0.0,1,2,0
2393,0.0,0.0,1,1,0
2394,0.0,0.0,1,0,1
2395,0.0,0.0,2,1,1
2396,0.0,1.0,0,0,1
2397,0.0,1.0,1,0,1
2399,1.0,0.0,2,1,1
2401,0.0,0.0,2,2,0
2402,0.0,0.0,1,2,1
2403,0.0,0.0,1,2,0
2404,0.0,1.0,1,0,1
2405,0.0,1.0,1,1,1
2406,0.0,1.0,1,2,1
2407,1.0,0.0,1,2,0
2408,1.0,1.0,1,0,1
2410,0.0,0.0,1,0,1
2411,0.0,0.0,1,2,0
2412,0.0,0.0,2,1,1
2413,1.0,0.0,1,1,1
2414,1.0,1.0,2,0,0
2415,0.0,0.0,2,2,1
2416,0.0,0.0,1,2,0
2417,0.0,1.0,1,1,0
2418,0.0,0.0,2,2,0
2420,0.0,0.0,1,2,0
2421,0.0,1.0,0,0,1
2422,0.0,0.0,0,1,0
2423,1.0,1.0,2,0,1
2424,1.0,0.0,2,0,1
2425,1.0,0.0,1,1,1
2426,0.0,0.0,0,1,0
2427,0.0,0.0,2,2,1
2428,1.0,0.0,2,2,0
2429,1.0,1.0,2,0,1
2431,1.0,1.0,2,1,1
2432,0.0,0.0,1,1,1
2433,0.0,0.0,1,0,1
2434,0.0,0.0,0,1,0
2435,1.0,0.0,1,0,0
2436,0.0,0.0,2,1,1
2437,0.0,0.0,1,1,0
2438,1.0,1.0,2,1,1
2439,0.0,0.0,2,2,1
2440,0.0,0.0,0,1,1
2441,1.0,0.0,2,2,0
2442,1.0,0.0,2,1,1
2443,0.0,1.0,0,1,0
2445,0.0,0.0,0,2,0
2448,0.0,0.0,1,0,1
2450,0.0,1.0,1,1,1
2451,1.0,0.0,1,2,1
2452,1.0,0.0,1,0,1
2453,1.0,0.0,1,2,1
2454,1.0,1.0,2,1,1
2455,0.0,0.0,0,1,1
2456,0.0,0.0,1,2,1
2457,0.0,0.0,1,2,0
2458,0.0,0.0,0,1,1
2459,0.0,1.0,2,1,1
2460,1.0,0.0,1,1,0
2461,1.0,1.0,1,1,1
2462,0.0,0.0,1,1,0
2463,0.0,1.0,1,2,0
2464,0.0,0.0,0,1,0
2465,1.0,0.0,1,1,0
2466,0.0,1.0,2,1,1
2467,0.0,0.0,1,2,1
2468,0.0,0.0,1,2,0
2469,0.0,0.0,1,2,0
2470,1.0,0.0,1,0,0
2471,1.0,1.0,0,0,0
2472,1.0,0.0,1,1,0
2473,0.0,1.0,1,1,1
2474,1.0,1.0,2,0,1
2475,0.0,0.0,1,2,0
2476,1.0,0.0,0,1,0
2478,1.0,1.0,2,0,1
2479,1.0,1.0,1,0,1
2480,1.0,1.0,1,1,0
2481,0.0,1.0,1,1,1
2482,1.0,1.0,0,1,1
2483,0.0,0.0,1,2,1
2484,0.0,0.0,1,2,0
2485,1.0,0.0,1,0,1
2486,1.0,1.0,0,1,0
2487,0.0,0.0,1,1,0
2488,1.0,0.0,1,0,1
2489,1.0,0.0,1,0,1
2490,1.0,0.0,1,1,1
2491,1.0,0.0,2,2,1
2492,1.0,0.0,1,1,0
2493,0.0,0.0,2,0,0
2494,0.0,0.0,1,2,0
2495,0.0,1.0,1,0,1
2496,0.0,0.0,1,2,0
2497,1.0,1.0,2,0,1
2498,0.0,1.0,2,0,0
2499,0.0,1.0,1,1,1
2500,1.0,0.0,1,0,0
2501,1.0,1.0,1,1,0
2502,1.0,1.0,1,2,0
2503,0.0,0.0,2,1,0
2504,0.0,0.0,1,1,0
2505,0.0,0.0,1,1,1
2507,0.0,1.0,0,2,0
2508,0.0,1.0,0,1,1
2510,0.0,0.0,2,1,1
2511,0.0,1.0,1,1,0
2512,0.0,1.0,2,2,0
2513,1.0,0.0,1,2,0
2514,0.0,1.0,1,0,1
2515,1.0,0.0,0,0,0
2516,0.0,0.0,2,1,1
2517,1.0,1.0,2,0,1
2518,1.0,0.0,2,0,1
2519,0.0,1.0,2,1,1
2520,0.0,1.0,2,1,0
2521,0.0,0.0,1,2,1
2522,1.0,0.0,2,1,1
2525,0.0,0.0,0,1,0
2526,0.0,0.0,1,2,0
2527,0.0,1.0,1,2,1
2528,0.0,0.0,0,1,0
2529,1.0,1.0,2,1,1
2530,0.0,0.0,1,2,1
2531,0.0,0.0,1,0,1
2532,0.0,0.0,1,1,0
2534,1.0,1.0,2,0,1
2535,1.0,1.0,1,0,1
2536,1.0,1.0,1,0,1
2537,1.0,1.0,2,0,1
2538,0.0,1.0,0,0,1
2539,0.0,1.0,2,2,1
2540,0.0,1.0,1,0,1
2541,0.0,0.0,1,2,0
2542,1.0,0.0,0,1,1
2543,1.0,1.0,1,0,1
2544,0.0,0.0,2,0,0
2545,0.0,0.0,1,2,0
2546,1.0,0.0,0,0,1
2547,1.0,0.0,2,0,0
2548,1.0,1.0,2,1,0
2549,0.0,0.0,2,2,1
2551,0.0,0.0,0,0,0
2553,1.0,0.0,1,0,0
2554,1.0,0.0,2,1,1
2555,0.0,0.0,1,2,0
2556,1.0,1.0,1,2,1
2557,0.0,0.0,1,1,0
2558,0.0,1.0,2,0,1
2559,0.0,0.0,1,2,0
2561,1.0,0.0,1,2,0
2562,0.0,1.0,1,2,0
2564,1.0,1.0,1,2,1
2565,0.0,0.0,0,0,0
2566,0.0,0.0,1,2,0
2569,0.0,0.0,1,2,0
2570,0.0,0.0,0,0,0
2571,0.0,0.0,0,0,0
2572,1.0,1.0,2,1,1
2573,0.0,0.0,1,2,0
2574,0.0,0.0,2,2,0
2575,0.0,0.0,0,0,1
2576,0.0,1.0,1,2,0
2577,1.0,0.0,1,1,1
2578,0.0,0.0,1,1,0
2579,1.0,1.0,1,0,1
2580,0.0,0.0,1,1,0
2582,0.0,0.0,1,1,0
2584,0.0,0.0,0,1,1
2585,1.0,0.0,1,1,0
2586,1.0,1.0,1,0,1
2588,1.0,0.0,1,0,1
2589,0.0,0.0,1,0,1
2591,1.0,0.0,2,1,1
2592,1.0,1.0,2,0,1
2593,0.0,0.0,2,2,0
2594,0.0,0.0,0,1,0
2595,1.0,1.0,1,2,1
2596,1.0,0.0,2,1,0
2597,0.0,0.0,1,2,1
2598,1.0,1.0,1,1,1
2599,0.0,0.0,2,2,0
2600,1.0,1.0,2,0,1
2601,1.0,0.0,0,1,1
2602,1.0,1.0,1,0,1
2603,0.0,1.0,1,0,0
2604,0.0,1.0,1,2,0
2605,0.0,0.0,1,0,1
2606,1.0,1.0,1,0,1
2608,1.0,0.0,1,1,0
2609,0.0,1.0,1,0,0
2611,0.0,1.0,1,2,0
2616,0.0,0.0,0,1,0
2617,0.0,0.0,1,0,0
2618,0.0,0.0,2,1,0
2619,0.0,0.0,1,1,1
2620,0.0,1.0,1,2,0
2621,0.0,0.0,1,0,0
2622,0.0,1.0,1,0,1
2623,1.0,1.0,1,0,1
2624,0.0,0.0,1,1,1
2625,1.0,1.0,1,2,1
2626,1.0,0.0,2,1,1
2627,0.0,1.0,0,1,0
2628,0.0,0.0,0,0,1
2629,1.0,0.0,1,0,1
2630,0.0,0.0,0,1,1
2631,1.0,1.0,1,2,0
2632,0.0,0.0,1,2,0
2633,1.0,0.0,1,2,1
2634,0.0,1.0,2,0,1
2636,0.0,0.0,1,1,1
2637,1.0,0.0,0,1,1
2638,1.0,1.0,1,0,1
2639,0.0,0.0,1,1,0
2641,0.0,1.0,1,0,1
2643,0.0,1.0,2,0,1
2644,1.0,1.0,1,1,1
2645,0.0,0.0,1,0,1
2646,0.0,0.0,1,1,0
2647,0.0,0.0,1,1,1
2648,1.0,1.0,0,1,0
2649,1.0,0.0,2,2,0
2651,0.0,0.0,1,1,1
2652,1.0,0.0,2,1,0
2653,0.0,1.0,0,1,1
2654,1.0,0.0,1,1,0
2655,1.0,0.0,0,2,0
2656,0.0,0.0,1,2,1
2657,0.0,0.0,0,0,1
2658,1.0,1.0,2,1,1
2659,0.0,0.0,1,1,0
2660,0.0,1.0,1,1,0
2661,1.0,1.0,2,0,1
2662,1.0,0.0,1,0,0
2663,1.0,0.0,1,2,0
2664,1.0,0.0,1,1,1
2665,1.0,0.0,0,1,0
2666,1.0,1.0,1,1,0
2667,1.0,1.0,2,0,1
2668,1.0,0.0,0,1,0
2669,0.0,1.0,1,1,1
2670,0.0,0.0,1,0,1
2671,1.0,1.0,1,0,1
2672,0.0,0.0,1,2,1
2673,0.0,0.0,1,2,1
2675,0.0,0.0,0,0,1
2676,1.0,0.0,1,1,1
2677,1.0,0.0,0,0,0
2679,0.0,0.0,1,2,1
2680,1.0,0.0,2,1,1
2681,0.0,1.0,1,2,0
2682,0.0,1.0,1,2,1
2683,0.0,0.0,1,0,1
2684,0.0,0.0,1,2,0
2685,0.0,1.0,0,1,1
2686,1.0,1.0,0,1,0
2687,0.0,1.0,1,2,0
2688,0.0,0.0,0,1,1
2689,0.0,0.0,2,0,0
2690,1.0,0.0,1,2,0
2691,1.0,0.0,1,2,0
2692,0.0,0.0,1,2,0
2693,0.0,1.0,2,2,1
2694,0.0,0.0,0,1,1
2695,0.0,0.0,1,1,0
2696,1.0,1.0,2,1,1
2697,1.0,0.0,1,2,0
2698,1.0,0.0,2,2,0
2699,1.0,1.0,1,1,1
2701,1.0,0.0,1,0,1
2702,1.0,0.0,2,1,1
2703,0.0,0.0,1,1,1
2704,0.0,0.0,1,0,0
2705,0.0,1.0,0,0,0
2706,0.0,1.0,0,0,0
2707,1.0,0.0,2,0,1
2708,0.0,1.0,2,2,0
2709,0.0,0.0,1,2,0
2710,0.0,0.0,1,0,1
2711,1.0,1.0,0,1,0
2712,0.0,1.0,1,2,0
2713,1.0,1.0,1,1,1
2714,0.0,0.0,1,2,1
2715,0.0,0.0,2,0,1
2716,0.0,0.0,0,0,1
2717,0.0,0.0,0,1,0
2718,0.0,0.0,0,1,0
2720,0.0,1.0,2,1,1
2721,0.0,0.0,0,2,0
2722,0.0,0.0,0,0,0
2723,0.0,0.0,0,1,0
2724,1.0,0.0,1,1,0
2725,1.0,1.0,1,1,0
2726,0.0,1.0,2,0,0
2727,0.0,0.0,1,2,0
2728,1.0,1.0,1,0,0
2729,1.0,0.0,1,2,0
2730,0.0,0.0,0,0,1
2731,1.0,0.0,2,2,1
2732,1.0,1.0,1,1,0
2733,1.0,0.0,1,2,0
2734,0.0,0.0,0,0,1
2736,1.0,0.0,1,0,1
2737,0.0,0.0,0,0,0
2739,0.0,0.0,1,2,0
2740,1.0,0.0,1,0,1
2741,1.0,0.0,2,0,1
2742,1.0,0.0,1,2,0
2744,1.0,0.0,2,0,1
2745,1.0,0.0,1,1,0
2746,0.0,1.0,1,2,0
2747,0.0,0.0,1,2,0
2748,1.0,0.0,1,1,1
2749,0.0,1.0,1,1,0
2751,0.0,0.0,1,2,1
2752,0.0,1.0,1,0,0
2753,0.0,0.0,1,0,1
2754,0.0,0.0,1,2,0
2755,1.0,0.0,0,1,1
2756,0.0,1.0,1,2,0
2757,1.0,0.0,1,1,1
2758,0.0,0.0,1,2,1
2759,1.0,0.0,1,0,0
2760,0.0,0.0,1,2,0
2763,1.0,0.0,1,1,0
2764,0.0,0.0,1,0,1
2766,0.0,0.0,1,2,0
2767,0.0,0.0,1,2,0
2768,1.0,0.0,1,1,0
2770,1.0,0.0,1,2,0
2771,1.0,0.0,0,1,0
2773,0.0,1.0,1,2,0
2774,0.0,1.0,1,1,1
2775,0.0,0.0,2,2,0
2776,0.0,0.0,1,2,0
2777,0.0,0.0,1,1,0
2780,1.0,1.0,1,1,0
2781,0.0,1.0,1,0,1
2782,0.0,1.0,1,1,1
2784,0.0,0.0,1,0,1
2785,1.0,1.0,2,1,1
2786,0.0,1.0,2,2,1
2787,1.0,0.0,1,0,1
2788,0.0,0.0,1,0,0
2789,0.0,1.0,1,2,0
2790,1.0,1.0,1,0,1
2791,0.0,1.0,1,2,1
2792,0.0,0.0,1,1,0
2793,0.0,0.0,2,2,1
2795,0.0,0.0,1,2,0
2796,0.0,0.0,0,0,1
2797,0.0,0.0,1,2,0
2798,1.0,0.0,2,1,1
2799,0.0,0.0,0,0,0
2801,0.0,1.0,1,2,1
2803,0.0,1.0,0,1,0
2805,1.0,0.0,2,1,1
2806,0.0,1.0,1,1,1
2810,1.0,0.0,0,0,0
2812,1.0,0.0,2,2,1
2813,1.0,0.0,2,1,1
2814,0.0,0.0,1,1,1
2815,0.0,0.0,1,2,1
2817,0.0,0.0,0,1,0
2818,0.0,0.0,0,1,0
2819,1.0,0.0,0,1,0
2820,0.0,1.0,1,2,0
2821,0.0,1.0,1,2,0
2822,0.0,1.0,2,2,0
2823,0.0,0.0,2,2,0
2824,0.0,1.0,1,1,1
2825,1.0,0.0,2,1,1
2826,0.0,0.0,1,2,1
2828,0.0,1.0,0,1,0
2829,1.0,0.0,0,0,1
2830,0.0,0.0,0,0,0
2831,0.0,1.0,1,2,1
2832,0.0,1.0,1,1,0
2833,0.0,1.0,2,2,0
2834,1.0,0.0,2,2,0
2836,0.0,0.0,1,0,1
2837,0.0,0.0,0,1,1
2838,1.0,0.0,1,0,1
2839,0.0,0.0,2,2,1
2841,0.0,0.0,1,1,0
2843,0.0,0.0,0,1,0
2844,1.0,0.0,2,1,0
2845,0.0,0.0,0,0,0
2846,1.0,1.0,1,2,0
2847,1.0,0.0,0,0,1
2848,0.0,1.0,1,1,0
2850,1.0,1.0,2,0,1
2852,1.0,0.0,1,1,1
2853,0.0,1.0,1,1,0
2855,0.0,0.0,1,1,1
2856,1.0,1.0,2,0,1
2857,0.0,1.0,0,1,0
2858,1.0,1.0,1,1,0
2860,0.0,0.0,0,1,0
2861,1.0,1.0,1,2,0
2862,1.0,1.0,2,1,1
2863,0.0,1.0,2,2,0
2864,0.0,0.0,0,1,0
2865,0.0,1.0,1,1,0
2866,0.0,0.0,1,2,0
2867,1.0,0.0,1,1,0
2868,1.0,0.0,1,1,1
2869,1.0,0.0,2,0,1
2870,0.0,1.0,1,1,1
2871,0.0,0.0,0,0,0
2872,0.0,1.0,0,0,1
2873,1.0,1.0,2,2,0
2874,0.0,0.0,1,1,0
2875,0.0,1.0,0,1,0
2876,1.0,1.0,2,0,1
2877,0.0,0.0,1,0,1
2879,0.0,0.0,1,2,1
2880,0.0,0.0,1,0,0
2882,1.0,1.0,2,0,0
2883,0.0,0.0,1,1,1
2884,1.0,0.0,1,2,0
2885,1.0,0.0,2,1,1
2886,1.0,1.0,1,0,1
2887,0.0,1.0,2,1,0
2888,1.0,0.0,2,1,1
2889,1.0,0.0,2,1,1
2890,1.0,0.0,0,0,0
2891,0.0,0.0,2,2,0
2892,0.0,0.0,1,0,1
2894,1.0,1.0,1,0,1
2895,0.0,1.0,1,1,1
2897,1.0,1.0,2,1,0
2898,1.0,1.0,0,0,1
2900,1.0,1.0,1,2,0
2902,0.0,0.0,0,2,0
2903,1.0,1.0,2,1,1
2904,1.0,1.0,2,0,1
2905,1.0,1.0,0,1,1
2906,0.0,1.0,1,1,0
2907,1.0,1.0,2,1,1
2908,1.0,0.0,0,2,1
2909,1.0,0.0,1,0,1
2910,1.0,0.0,1,1,1
2911,0.0,0.0,0,1,1
2912,0.0,0.0,0,1,0
2913,0.0,0.0,1,0,1
2914,0.0,0.0,0,0,1
2915,1.0,1.0,2,1,1
2916,0.0,0.0,1,2,0
2917,0.0,0.0,1,2,0
2919,0.0,0.0,1,2,0
2920,0.0,0.0,0,1,1
2921,1.0,0.0,2,2,1
2922,0.0,0.0,1,1,1
2923,1.0,0.0,2,2,0
2924,0.0,1.0,1,1,1
2925,0.0,0.0,1,1,0
2927,1.0,1.0,2,0,1
2928,1.0,0.0,1,0,1
2929,0.0,1.0,1,0,0
2930,0.0,1.0,1,0,1
2931,0.0,0.0,2,2,0
2932,0.0,0.0,2,2,1
2933,0.0,1.0,1,1,1
2934,1.0,0.0,1,2,0
2935,0.0,0.0,2,2,1
2936,0.0,0.0,1,2,0
2937,0.0,0.0,0,1,0
2938,1.0,0.0,0,1,0
2940,0.0,0.0,1,1,0
2941,0.0,0.0,0,0,1
2942,0.0,0.0,1,2,1
2943,0.0,0.0,2,0,1
2944,0.0,0.0,0,1,1
2945,0.0,0.0,0,0,1
2946,1.0,0.0,1,2,0
2947,0.0,0.0,1,2,1
2948,0.0,0.0,0,1,0
2949,1.0,1.0,2,1,1
2950,0.0,1.0,1,1,0
2951,0.0,0.0,0,1,0
2952,1.0,0.0,0,0,1
2953,0.0,0.0,1,2,1
2954,0.0,0.0,1,1,0
2955,0.0,0.0,0,0,0
2956,1.0,1.0,2,1,0
